자치구,온도평균
Dobong-gu,27.9
Dobong-gu,28.3
Dobong-gu,27.8
Dobong-gu,25.2
Dobong-gu,28.3
Dobong-gu,28.1
Dobong-gu,27
Dobong-gu,27.5
Dobong-gu,28
Dobong-gu,28.4
Dobong-gu,25.9
Dobong-gu,25.7
Dobong-gu,25.3
Dobong-gu,27.4
Dobong-gu,25.7
Dobong-gu,27.6
Dobong-gu,26.4
Dobong-gu,25.8
Dobong-gu,25
Gangdong-gu,28
Gangnam-gu,29.8
Gangnam-gu,26.4
Gangdong-gu,27.9
Gangdong-gu,27.5
Gangnam-gu,28.8
Gangdong-gu,25.8
Gangnam-gu,-40
Gangnam-gu,26.3
Gangnam-gu,27.4
Gangnam-gu,24.9
Gangdong-gu,27.3
Dobong-gu,28.6
Dobong-gu,24.9
Gangnam-gu,-40
Dobong-gu,27.4
Gangnam-gu,26.8
Dobong-gu,28.1
Dobong-gu,27.9
Gangdong-gu,27.1
Gangdong-gu,-40
Gangdong-gu,26.3
Gangdong-gu,-40
Gangdong-gu,26.4
Dongdaemun-gu,28
Gangdong-gu,27.3
Gangdong-gu,27.1
Gangdong-gu,26
Gangdong-gu,28.1
Gangdong-gu,-40
Gangdong-gu,26.1
Gangdong-gu,-40
Dongdaemun-gu,28.9
Gangdong-gu,26.2
Gangdong-gu,-40
Dongdaemun-gu,28.4
Gangdong-gu,26.4
Gangdong-gu,-40
Gangdong-gu,28.5
Gangdong-gu,27.5
Gangdong-gu,26.4
Dongdaemun-gu,28.7
Gangdong-gu,-40
Gangdong-gu,27.4
Gangdong-gu,25.4
Gangdong-gu,26
Gangdong-gu,
Mapo-gu,28.7
Gangdong-gu,26.3
Dongdaemun-gu,27.6
Dongdaemun-gu,26.7
Dongdaemun-gu,27.8
Dongdaemun-gu,28.1
Dongdaemun-gu,28.6
Dongdaemun-gu,28.3
Dongdaemun-gu,28.2
Dongdaemun-gu,29.1
Gangdong-gu,-40
Dongdaemun-gu,26.9
Dongdaemun-gu,28.1
Gangdong-gu,27.4
Dongdaemun-gu,28.8
Dongdaemun-gu,28.5
Gangdong-gu,27.2
Dongdaemun-gu,
Dongdaemun-gu,-40
Gwangjin-gu,30.8
Mapo-gu,25.5
Seocho-gu,24.8
Dongjak-gu,27.8
Dongjak-gu,-40
Dongdaemun-gu,28.9
Dongdaemun-gu,28.6
Gangdong-gu,28.3
Gangdong-gu,
Gangdong-gu,-40
Mapo-gu,33.2
Gangbuk-gu,25.5
Gangdong-gu,27
Dongjak-gu,26.9
Dongdaemun-gu,28.9
Dongdaemun-gu,26.8
Seocho-gu,-40
Gangdong-gu,
Dongdaemun-gu,28.6
Dongdaemun-gu,28.9
Gangdong-gu,27.1
Gangbuk-gu,24.3
Gangbuk-gu,-40
Mapo-gu,26.2
Mapo-gu,27.8
Gangseo-gu,29.2
Mapo-gu,25.1
Mapo-gu,-40
Dongjak-gu,27.2
Seongdong-gu,28.5
Guro-gu,
Dongjak-gu,27.8
Dongjak-gu,27.7
Gangseo-gu,29.2
Mapo-gu,27.5
Gangseo-gu,26.9
Gangseo-gu,-40
Mapo-gu,28.5
Mapo-gu,27.3
Gangseo-gu,29.1
Mapo-gu,-40
Gangseo-gu,28.7
Jongno-gu,-40
Gangseo-gu,28.9
Yongsan-gu,28.3
Gwanak-gu,24.5
Mapo-gu,-40
Gangseo-gu,28.2
Gangseo-gu,27.9
Gangseo-gu,28.3
Gangseo-gu,26.8
Gangseo-gu,28
Gwanak-gu,29.2
Gangseo-gu,28.1
Gangseo-gu,28.2
Gangbuk-gu,24.6
Gwangjin-gu,28.3
Gwangjin-gu,29.6
Guro-gu,28.1
Gwangjin-gu,29
Gwangjin-gu,29.1
Gangseo-gu,29.2
Gangseo-gu,29.3
Gangseo-gu,26
Jongno-gu,29.4
Gangseo-gu,29.6
Guro-gu,27.9
Gangseo-gu,29.1
Gwangjin-gu,28.9
Jongno-gu,27.5
Jongno-gu,25.6
Gangseo-gu,29
Gwangjin-gu,28.9
Gangseo-gu,29.1
Gangseo-gu,29
Gwangjin-gu,28.2
Guro-gu,26.5
Guro-gu,29.5
Guro-gu,30.1
Gwangjin-gu,
Gwangjin-gu,27.1
Gwangjin-gu,26.8
Guro-gu,29.5
Guro-gu,27.5
Guro-gu,30
Guro-gu,27.9
Guro-gu,29
Gwangjin-gu,28.3
Gwangjin-gu,29.3
Guro-gu,28.7
Guro-gu,28.7
Guro-gu,28.1
Guro-gu,26.3
Guro-gu,28
Gwangjin-gu,29.4
Guro-gu,28.7
Seongdong-gu,29.1
Gangbuk-gu,27.8
Guro-gu,29.1
Seoul_Grand_Park,24.6
Seoul_Grand_Park,
Seocho-gu,26.8
Guro-gu,29
Seocho-gu,26.1
Gwangjin-gu,28
Mapo-gu,25.7
Guro-gu,29
Seongdong-gu,-40
Gwangjin-gu,28.6
Gwangjin-gu,28.9
Gwangjin-gu,29
Gangbuk-gu,25.6
Gwangjin-gu,27.9
Gwangjin-gu,28.8
Seoul_Grand_Park,24.3
Seongdong-gu,-40
Seongdong-gu,29.2
Seongdong-gu,28.2
Seongdong-gu,30.1
Seongdong-gu,29
Seoul_Grand_Park,-40
Seongdong-gu,28.9
Seongdong-gu,28.8
Seongdong-gu,28.6
Seongdong-gu,28.3
Seongdong-gu,28.6
Seongdong-gu,29.1
Seongdong-gu,29
Seongdong-gu,28.8
Seongdong-gu,29.6
Seongdong-gu,28.5
Seongdong-gu,28.7
Seongdong-gu,28.6
Seongdong-gu,28.1
Seongdong-gu,28.6
Seongdong-gu,28.3
Seongdong-gu,28.9
Seongdong-gu,29
Seongdong-gu,28.7
Seocho-gu,24.4
Seongdong-gu,28.6
Songpa-gu,28.7
Seongdong-gu,28.3
Seongdong-gu,
Seongdong-gu,29
Seongdong-gu,28.7
Seongdong-gu,
Seongdong-gu,28.7
Seocho-gu,25.2
Seongbuk-gu,26.1
Seongdong-gu,28.9
Seongdong-gu,28.4
Seocho-gu,28.3
Seongdong-gu,29.3
Seongdong-gu,26.4
Seongdong-gu,28.3
Seongdong-gu,29.1
Seongbuk-gu,-40
Seongdong-gu,29.1
Seongdong-gu,29.1
Seongdong-gu,28.1
Seongdong-gu,
Seongdong-gu,28.7
Seongdong-gu,28.9
Seongdong-gu,28.6
Seongbuk-gu,-40
Seongbuk-gu,27.9
Seongdong-gu,28.5
Seongdong-gu,29.2
Seongdong-gu,28.6
Seongdong-gu,27.8
Seongdong-gu,28.9
Seongdong-gu,29.2
Seongdong-gu,29.4
Seongdong-gu,28.1
Seongdong-gu,29.5
Seongdong-gu,27.9
Seongdong-gu,28.9
Seongbuk-gu,27.2
Seongbuk-gu,26.4
Seongdong-gu,29.4
Seongdong-gu,29.4
Seongdong-gu,28.2
Seongbuk-gu,28.2
Songpa-gu,28.9
Seongdong-gu,28.8
Seongdong-gu,28.2
Seongdong-gu,29.4
Seongdong-gu,-40
Seongbuk-gu,28.7
Seongdong-gu,-40
Songpa-gu,
Seongdong-gu,28.4
Seongbuk-gu,26.1
Seongdong-gu,28.1
Seongbuk-gu,28.1
Seongbuk-gu,28.3
Seongbuk-gu,28.1
Seongbuk-gu,28.5
Seongdong-gu,28.5
Seongdong-gu,25.5
Seongdong-gu,28.4
Seongbuk-gu,27.5
Seongbuk-gu,25.4
Seongbuk-gu,27.3
Seongbuk-gu,27.7
Seongbuk-gu,26.9
Seongbuk-gu,
Seongbuk-gu,28.2
Seongbuk-gu,27.1
Seongbuk-gu,28.3
Seongbuk-gu,27.8
Seongbuk-gu,25.9
Seongbuk-gu,28.5
Songpa-gu,29.3
Mapo-gu,28.4
Seongbuk-gu,28
Mapo-gu,-40
Songpa-gu,28.7
Songpa-gu,28.2
Yangcheon-gu,27.1
Songpa-gu,26.3
Mapo-gu,28.8
Songpa-gu,28.6
Mapo-gu,27.5
Yangcheon-gu,29.6
Songpa-gu,27.8
Yangcheon-gu,29.1
Songpa-gu,28.8
Yangcheon-gu,29.5
Songpa-gu,28.1
Songpa-gu,28.1
Songpa-gu,29
Songpa-gu,28.2
Songpa-gu,28.9
Seongbuk-gu,-40
Songpa-gu,28.2
Songpa-gu,27.8
Songpa-gu,28.4
Songpa-gu,28
Songpa-gu,28.6
Songpa-gu,26.9
Songpa-gu,28.8
Songpa-gu,28.8
Songpa-gu,29.3
Songpa-gu,28.1
Songpa-gu,28.9
Songpa-gu,28.1
Songpa-gu,
Mapo-gu,29.2
Songpa-gu,27.7
Songpa-gu,28.6
Songpa-gu,-40
Songpa-gu,28.3
Songpa-gu,28.6
Songpa-gu,27.6
Songpa-gu,28.9
Songpa-gu,28.4
Songpa-gu,26.9
Songpa-gu,28.6
Songpa-gu,27.8
Songpa-gu,27.9
Mapo-gu,30.1
Yangcheon-gu,29.1
Mapo-gu,29.6
Mapo-gu,
Mapo-gu,28.6
Mapo-gu,29.4
Yangcheon-gu,
Mapo-gu,28.2
Mapo-gu,29.3
Mapo-gu,29.2
Mapo-gu,28.4
Yangcheon-gu,28.9
Mapo-gu,27.7
Mapo-gu,27.6
Yangcheon-gu,29.1
Yangcheon-gu,
Yangcheon-gu,28.9
Yangcheon-gu,
Yangcheon-gu,28.6
Yangcheon-gu,28.8
Yangcheon-gu,28.7
Yangcheon-gu,27.9
Yangcheon-gu,29.9
Yangcheon-gu,26.7
Mapo-gu,28.9
Yangcheon-gu,28.6
Yangcheon-gu,27.4
Yangcheon-gu,26.2
Yangcheon-gu,28.1
Yangcheon-gu,29.2
Yangcheon-gu,29.7
Yangcheon-gu,26.9
Yangcheon-gu,29
Yangcheon-gu,28.2
Yangcheon-gu,27.9
Yangcheon-gu,28.6
Yangcheon-gu,28.4
Mapo-gu,28.3
Yangcheon-gu,27.7
Yangcheon-gu,27.4
Yangcheon-gu,29
Yangcheon-gu,27.5
Yangcheon-gu,28.7
Yangcheon-gu,28.8
Yangcheon-gu,28.2
Yangcheon-gu,29.7
Yangcheon-gu,
Yangcheon-gu,29.5
Yangcheon-gu,29.2
Yangcheon-gu,29.4
Yangcheon-gu,28.3
Yangcheon-gu,29.6
Yangcheon-gu,28.7
Yangcheon-gu,29.3
Yangcheon-gu,29.5
Yangcheon-gu,28.5
Yangcheon-gu,29.4
Yangcheon-gu,29.3
Yangcheon-gu,29.1
Mapo-gu,29.2
Mapo-gu,29.7
Mapo-gu,28.7
Mapo-gu,
Mapo-gu,29.1
Yangcheon-gu,28
Mapo-gu,27.3
Mapo-gu,29.4
Yangcheon-gu,27.8
Yangcheon-gu,29.5
Mapo-gu,27.6
Mapo-gu,29.1
Yangcheon-gu,28.1
Yangcheon-gu,28
Mapo-gu,29.9
Mapo-gu,28.4
Mapo-gu,28.5
Mapo-gu,28.9
Mapo-gu,30.2
Mapo-gu,
Mapo-gu,
Mapo-gu,29
Mapo-gu,29.5
Mapo-gu,29.5
Mapo-gu,28.9
Mapo-gu,29.9
Mapo-gu,29.1
Mapo-gu,28.8
Mapo-gu,29.4
Mapo-gu,27.9
Mapo-gu,29.1
Mapo-gu,28.6
Mapo-gu,29.8
Seodaemun-gu,25.5
Mapo-gu,28.4
Seodaemun-gu,28.1
Mapo-gu,
Mapo-gu,29.4
Mapo-gu,28.3
Mapo-gu,29.4
Seodaemun-gu,28.7
Seodaemun-gu,29.2
Mapo-gu,29
Mapo-gu,28.4
Mapo-gu,29.6
Mapo-gu,28.9
Mapo-gu,28
Seodaemun-gu,26.7
Seodaemun-gu,26.8
Mapo-gu,28.5
Seodaemun-gu,28.6
Seocho-gu,27.5
Seocho-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,25.8
Gangnam-gu,-40
Seodaemun-gu,26.1
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,27.5
Seodaemun-gu,24.4
Seodaemun-gu,26.5
Seodaemun-gu,27.2
Seodaemun-gu,25.9
Seodaemun-gu,-40
Seocho-gu,26.3
Seodaemun-gu,27.8
Seodaemun-gu,27.3
Seodaemun-gu,25.9
Seocho-gu,28.1
Seodaemun-gu,28.3
Seocho-gu,25.3
Seodaemun-gu,28.1
Gangnam-gu,28.9
Seodaemun-gu,29.3
Seocho-gu,28.9
Seocho-gu,28
Seocho-gu,29.4
Seocho-gu,28.6
Seocho-gu,29.1
Seocho-gu,28.3
Seocho-gu,27.7
Seocho-gu,27.4
Seocho-gu,
Seocho-gu,28.5
Seocho-gu,
Seocho-gu,28.9
Seocho-gu,27.6
Seodaemun-gu,-40
Seocho-gu,28.2
Seocho-gu,
Seodaemun-gu,-40
Seocho-gu,28.4
Seodaemun-gu,-40
Seocho-gu,27.6
Seocho-gu,-40
Gangnam-gu,28.6
Gangnam-gu,27.5
Seocho-gu,28.7
Gangnam-gu,28.2
Seocho-gu,28.5
Seocho-gu,25.5
Gangnam-gu,28.4
Gangnam-gu,
Gangnam-gu,28.3
Seocho-gu,-40
Seocho-gu,27.4
Seocho-gu,28.4
Seocho-gu,25.5
Gangnam-gu,
Dongjak-gu,29
Gangnam-gu,27.7
Gangnam-gu,28
Gangnam-gu,28.5
Gangnam-gu,29
Gangnam-gu,27.1
Gangnam-gu,27.5
Gangnam-gu,28.6
Mapo-gu,27.7
Gangnam-gu,27.5
Gangnam-gu,29.3
Gangnam-gu,26.5
Gangnam-gu,26.9
Gangnam-gu,27.5
Gangnam-gu,29.4
Gangnam-gu,26.2
Gangnam-gu,28.9
Gangnam-gu,29.4
Gangnam-gu,27.6
Gangnam-gu,
Gangnam-gu,27.5
Gangnam-gu,27.6
Dongjak-gu,28.3
Dongjak-gu,26.6
Dongjak-gu,28.1
Mapo-gu,
Dongjak-gu,29
Gangnam-gu,27.5
Gangnam-gu,28
Mapo-gu,28.6
Gangnam-gu,28.6
Dongjak-gu,29.4
Dongjak-gu,28.7
Seongdong-gu,28.7
Dongjak-gu,28.4
Dongjak-gu,29
Gangnam-gu,27.9
Dongjak-gu,29.1
Dongjak-gu,27.2
Gangnam-gu,26.4
Mapo-gu,29.2
Dongjak-gu,
Dongjak-gu,27.1
Dongjak-gu,27.5
Dongjak-gu,27.6
Dongjak-gu,28.8
Dongjak-gu,28.5
Dongjak-gu,29
Dongjak-gu,28.3
Dongjak-gu,
Dongjak-gu,28.8
Dongjak-gu,26.7
Dongjak-gu,29.3
Mapo-gu,28.4
Dongjak-gu,28.9
Mapo-gu,30.3
Mapo-gu,28.4
Dongjak-gu,29.6
Dongjak-gu,27.1
Mapo-gu,27.8
Seocho-gu,28.5
Jungnang-gu,26
Jungnang-gu,26.3
Jungnang-gu,27.9
Jung-gu,28.2
Jungnang-gu,27.2
Jungnang-gu,28.5
Jungnang-gu,27.9
Jungnang-gu,26.4
Jungnang-gu,27.1
Jungnang-gu,28.3
Jungnang-gu,25
Jungnang-gu,27.8
Jungnang-gu,25.9
Jung-gu,
Jungnang-gu,28.4
Jungnang-gu,28.4
Jungnang-gu,26.5
Jung-gu,28.5
Jung-gu,27.7
Jungnang-gu,24.5
Jung-gu,28.6
Jung-gu,28.3
Jung-gu,32.2
Jung-gu,28.6
Jung-gu,28.1
Jung-gu,
Jung-gu,27.5
Jung-gu,29.7
Jung-gu,28.5
Jung-gu,
Jung-gu,29.6
Jung-gu,29.5
Jung-gu,27.8
Jung-gu,27.3
Jung-gu,28
Jung-gu,28.6
Jung-gu,28.5
Jung-gu,26.6
Jung-gu,32.7
Jung-gu,27.5
Jung-gu,25.4
Jung-gu,-40
Songpa-gu,-40
Jung-gu,26.5
Yangcheon-gu,28.5
Jung-gu,27.6
Jung-gu,
Yangcheon-gu,28
Yangcheon-gu,25.3
Jung-gu,27.5
Jung-gu,-40
Jung-gu,
Jung-gu,-40
Jung-gu,29.5
Jung-gu,27.3
Jung-gu,-40
Jung-gu,27.3
Jung-gu,-40
Yeongdeungpo-gu,29
Yangcheon-gu,-40
Jung-gu,-40
Yeongdeungpo-gu,28.8
Yeongdeungpo-gu,28
Yeongdeungpo-gu,28.1
Yeongdeungpo-gu,28.7
Yeongdeungpo-gu,29.4
Yeongdeungpo-gu,28.7
Yangcheon-gu,27.6
Yeongdeungpo-gu,27.9
Yeongdeungpo-gu,27.7
Yangcheon-gu,27.4
Yeongdeungpo-gu,27.8
Yangcheon-gu,-40
Yeongdeungpo-gu,28.9
Yeongdeungpo-gu,28.2
Yangcheon-gu,26.6
Yeongdeungpo-gu,29
Yeongdeungpo-gu,28.8
Yeongdeungpo-gu,29.1
Yeongdeungpo-gu,28.5
Yeongdeungpo-gu,27.7
Jungnang-gu,
Yeongdeungpo-gu,29
Yeongdeungpo-gu,27.9
Yeongdeungpo-gu,28.5
Yeongdeungpo-gu,29.8
Dongjak-gu,-40
Yeongdeungpo-gu,28.2
Dongjak-gu,-40
Yeongdeungpo-gu,29
Gangbuk-gu,27.2
Yeongdeungpo-gu,28.5
Dongjak-gu,27.4
Dongjak-gu,26.7
Yeongdeungpo-gu,27.2
Yeongdeungpo-gu,28.5
Dongjak-gu,24.4
Yeongdeungpo-gu,29.2
Yeongdeungpo-gu,28.1
Yeongdeungpo-gu,28.7
Yeongdeungpo-gu,27.1
Gangbuk-gu,28.6
Gangbuk-gu,26.1
Yeongdeungpo-gu,27.9
Gangbuk-gu,27.7
Gangbuk-gu,28.3
Yeongdeungpo-gu,28.8
Gangbuk-gu,26.9
Yeongdeungpo-gu,28
Gangbuk-gu,27.8
Gangbuk-gu,26.8
Gangbuk-gu,25.9
Gangbuk-gu,26
Gangbuk-gu,27.5
Gangbuk-gu,27.2
Gangbuk-gu,25.6
Gangbuk-gu,25.4
Gangbuk-gu,-40
Gangbuk-gu,28
Gangbuk-gu,25.5
Gangbuk-gu,24.9
Gangbuk-gu,26.6
Gangbuk-gu,27.6
Gangbuk-gu,28
Gangbuk-gu,-40
Gangbuk-gu,24.7
Gangbuk-gu,27.6
Gangbuk-gu,27.2
Gangbuk-gu,-40
Gangbuk-gu,-40
Yongsan-gu,28
Gangbuk-gu,25.3
Gangbuk-gu,-40
Gangbuk-gu,-40
Yongsan-gu,28.5
Yongsan-gu,28
Yongsan-gu,29.6
Yongsan-gu,26.9
Yongsan-gu,28.5
Yongsan-gu,26
Yongsan-gu,
Yongsan-gu,29.2
Songpa-gu,-40
Yongsan-gu,29
Yongsan-gu,28.2
Yongsan-gu,27.7
Yongsan-gu,27.3
Gwanak-gu,27.7
Gwanak-gu,28.5
Yongsan-gu,
Yongsan-gu,28.1
Yongsan-gu,26.2
Gwanak-gu,28.8
Yongsan-gu,27.9
Yongsan-gu,27.2
Yongsan-gu,
Yongsan-gu,28
Yongsan-gu,27.7
Jung-gu,28.2
Gwanak-gu,26.5
Gwanak-gu,26.6
Gwanak-gu,27.4
Gwanak-gu,25.6
Gwanak-gu,28.1
Gwanak-gu,
Gwanak-gu,27.3
Gwanak-gu,26.1
Gwanak-gu,
Gwanak-gu,28.3
Gwanak-gu,29.1
Gwanak-gu,27.5
Gwanak-gu,26.2
Gwanak-gu,26.5
Gwanak-gu,26.8
Gwanak-gu,28.2
Gwanak-gu,28
Gwanak-gu,26.6
Gwanak-gu,27.3
Gwanak-gu,27.6
Gwanak-gu,28.5
Gwanak-gu,29
Gwanak-gu,26.2
Gwanak-gu,-40
Gwanak-gu,28.4
Eunpyeong-gu,26
Gwanak-gu,26.5
Gwanak-gu,27.8
Gwanak-gu,28.3
Gwangjin-gu,27.1
Gwanak-gu,27.7
Gwanak-gu,26.5
Gwanak-gu,
Gwanak-gu,29.1
Gwanak-gu,28.7
Gwanak-gu,26.8
Gwanak-gu,29.1
Gwanak-gu,29
Gwanak-gu,28.6
Gwanak-gu,28.4
Eunpyeong-gu,25.8
Eunpyeong-gu,25.4
Eunpyeong-gu,28.1
Eunpyeong-gu,28.3
Eunpyeong-gu,26.3
Jongno-gu,26.6
Eunpyeong-gu,27.8
Gwangjin-gu,28.3
Eunpyeong-gu,27.9
Eunpyeong-gu,26.6
Eunpyeong-gu,25.6
Eunpyeong-gu,25.7
Gwangjin-gu,26.9
Gwangjin-gu,-40
Eunpyeong-gu,25.8
Yongsan-gu,27.9
Eunpyeong-gu,28.3
Gwangjin-gu,26.8
Eunpyeong-gu,27.2
Eunpyeong-gu,27.3
Jongno-gu,27.9
Eunpyeong-gu,25.5
Jongno-gu,28.4
Eunpyeong-gu,27
Eunpyeong-gu,-40
Eunpyeong-gu,23
Eunpyeong-gu,27.2
Eunpyeong-gu,26.6
Jongno-gu,27.9
Eunpyeong-gu,26.6
Jongno-gu,27.3
Jongno-gu,28.1
Eunpyeong-gu,
Jongno-gu,27.7
Jongno-gu,27.5
Jongno-gu,29.6
Jongno-gu,-40
Eunpyeong-gu,-40
Eunpyeong-gu,25.3
Eunpyeong-gu,26.2
Jongno-gu,27.3
Jongno-gu,27.8
Jongno-gu,27
Jongno-gu,26.4
Jongno-gu,27.8
Jongno-gu,27.6
Jongno-gu,25.9
Jongno-gu,29.3
Jongno-gu,28.8
Jongno-gu,25
Jongno-gu,27.5
Jongno-gu,27.6
Jongno-gu,29.4
Jongno-gu,27.8
Jongno-gu,28.3
Jongno-gu,27.2
Jongno-gu,30.4
Jongno-gu,27.8
Jongno-gu,26.5
Jongno-gu,26
Jongno-gu,29.2
Jongno-gu,29.8
Jungnang-gu,27.8
Jongno-gu,
Jongno-gu,28.1
Jongno-gu,26.1
Jongno-gu,26.9
Yangcheon-gu,28.9
Jongno-gu,27.3
Jongno-gu,27.1
Jongno-gu,27.4
Jongno-gu,-40
Jongno-gu,25.8
Gangdong-gu,28.1
Jungnang-gu,28.4
Jungnang-gu,28.4
Jongno-gu,26.6
Jongno-gu,
Jongno-gu,27.9
Jongno-gu,28.1
Jungnang-gu,27.4
Jongno-gu,26
Yangcheon-gu,28.5
Guro-gu,27.6
Gangdong-gu,26.6
Yangcheon-gu,28
Jungnang-gu,27.8
Gangdong-gu,27
Yangcheon-gu,28.6
Jungnang-gu,28.3
Gangdong-gu,27.4
Yangcheon-gu,28.5
Jungnang-gu,28
Yangcheon-gu,27.8
Yangcheon-gu,28.9
Yangcheon-gu,28.7
Jungnang-gu,27.3
Yangcheon-gu,28.5
Jungnang-gu,27.9
Yangcheon-gu,27.3
Yangcheon-gu,26.4
Gangdong-gu,
Jungnang-gu,27.9
Yangcheon-gu,25.8
Yangcheon-gu,-40
Gangdong-gu,27.3
Gangdong-gu,25.3
Jungnang-gu,28.4
Gangdong-gu,27.9
Gangdong-gu,26.6
Yangcheon-gu,-40
Gangdong-gu,
Gangdong-gu,
Gangdong-gu,28
Gangdong-gu,27.4
Geumcheon-gu,28.2
Guro-gu,
Gangdong-gu,27.7
Gangdong-gu,27.1
Gangdong-gu,27.6
Gangdong-gu,26.7
Guro-gu,-40
Guro-gu,27.9
Gangdong-gu,27.5
Guro-gu,-40
Gangdong-gu,28
Geumcheon-gu,28
Geumcheon-gu,28.2
Guro-gu,27.3
Geumcheon-gu,28.4
Gangdong-gu,27.7
Guro-gu,28.4
Dobong-gu,19.1
Nowon-gu,26.4
Geumcheon-gu,27.7
Geumcheon-gu,27.1
Gangdong-gu,28.3
Nowon-gu,26.8
Guro-gu,-40
Geumcheon-gu,28.5
Geumcheon-gu,27.5
Guro-gu,28.8
Geumcheon-gu,27.1
Gangdong-gu,27.2
Nowon-gu,27.5
Geumcheon-gu,25.4
Geumcheon-gu,28.7
Yangcheon-gu,-40
Geumcheon-gu,27.9
Dobong-gu,26.8
Geumcheon-gu,27.1
Geumcheon-gu,28.5
Geumcheon-gu,27.5
Geumcheon-gu,29.7
Geumcheon-gu,26.5
Geumcheon-gu,25.6
Nowon-gu,27.1
Geumcheon-gu,27.9
Nowon-gu,26.1
Nowon-gu,28.3
Geumcheon-gu,26.1
Geumcheon-gu,27.9
Geumcheon-gu,27.6
Gangdong-gu,27.2
Dobong-gu,27.6
Nowon-gu,24.9
Gangdong-gu,26.9
Nowon-gu,26.5
Dobong-gu,26.7
Nowon-gu,26.9
Nowon-gu,26.2
Dobong-gu,24.2
Nowon-gu,25.6
Nowon-gu,25.8
Nowon-gu,23.9
Nowon-gu,27.3
Nowon-gu,27.3
Nowon-gu,28
Nowon-gu,27
Nowon-gu,25.8
Nowon-gu,26
Dobong-gu,-40
Dobong-gu,27.4
Nowon-gu,27.4
Dobong-gu,-40
Dobong-gu,26.1
Dobong-gu,26.8
Gangseo-gu,25.3
Gangseo-gu,
Gangdong-gu,
Dobong-gu,25.2
Dobong-gu,23.4
Dobong-gu,24.4
Dobong-gu,-40
Gangdong-gu,26.6
Dobong-gu,26.3
Gangdong-gu,
Gwanak-gu,27.4
Gangseo-gu,27
Dobong-gu,-40
Gangdong-gu,26.7
Dobong-gu,26.2
Dobong-gu,-40
Gangseo-gu,
Dobong-gu,17.6
Gangdong-gu,26.3
Gangseo-gu,28.2
Gangdong-gu,27.1
Gangseo-gu,26.5
Gangdong-gu,27.2
Gangdong-gu,27.5
Gangdong-gu,26.5
Gangdong-gu,26.7
Gangdong-gu,27.4
Gangseo-gu,
Gangseo-gu,-40
Gangdong-gu,-40
Gangdong-gu,26.9
Gangseo-gu,28.4
Gangdong-gu,-40
Gangdong-gu,27.2
Nowon-gu,27
Gangseo-gu,-40
Gangseo-gu,26.9
Gangseo-gu,26.4
Gangseo-gu,28.3
Gwanak-gu,26.9
Gwanak-gu,
Gangseo-gu,-40
Gangseo-gu,-40
Gangseo-gu,27.4
Gangseo-gu,28
Gangseo-gu,27.8
Gangseo-gu,28
Gangseo-gu,-40
Gangseo-gu,26.7
Gangseo-gu,-40
Gangseo-gu,25.4
Gangseo-gu,-40
Gangseo-gu,-40
Gangseo-gu,25.8
Gangseo-gu,-40
Gangseo-gu,-40
Nowon-gu,-40
Dobong-gu,27
Gwanak-gu,28.2
Gwanak-gu,28.3
Gwanak-gu,28.6
Gwanak-gu,27.8
Gwanak-gu,25.9
Gwanak-gu,28.1
Nowon-gu,26.7
Gwanak-gu,27
Gwanak-gu,27.9
Gwanak-gu,25.9
Gwanak-gu,
Gwanak-gu,
Gwanak-gu,27.5
Gwanak-gu,27.2
Gwanak-gu,27.2
Gwanak-gu,26.8
Gwanak-gu,28.7
Gwanak-gu,28.2
Gwanak-gu,29.7
Gwanak-gu,26.4
Gwanak-gu,26.5
Gwanak-gu,28.2
Gwanak-gu,26.6
Gangdong-gu,26.1
Nowon-gu,27.9
Nowon-gu,26.8
Nowon-gu,27.1
Nowon-gu,24.3
Nowon-gu,24.6
Gwanak-gu,25.4
Gwanak-gu,30
Nowon-gu,25.8
Nowon-gu,27.2
Nowon-gu,27.1
Nowon-gu,27.3
Nowon-gu,26.3
Dobong-gu,24.8
Dobong-gu,25.5
Dobong-gu,27.2
Dobong-gu,26.6
Dobong-gu,27.7
Dobong-gu,27.9
Dobong-gu,27.5
Dobong-gu,27.4
Dobong-gu,27.9
Dobong-gu,27
Dobong-gu,26.1
Dobong-gu,25.5
Dobong-gu,27.5
Dobong-gu,25.4
Dobong-gu,28
Dobong-gu,24.8
Dobong-gu,25.6
Gangdong-gu,27.5
Gangnam-gu,29.3
Dobong-gu,27.7
Dobong-gu,24.9
Gangdong-gu,28
Gangnam-gu,25.9
Gangdong-gu,-40
Gangnam-gu,24.6
Gangnam-gu,-40
Dobong-gu,27.4
Dobong-gu,27.6
Gangdong-gu,25.6
Gangnam-gu,28.2
Gangdong-gu,26.2
Gangdong-gu,26.7
Gangdong-gu,-40
Dobong-gu,28.1
Gangnam-gu,26.3
Gangdong-gu,27.1
Dobong-gu,24.7
Gangnam-gu,26
Dobong-gu,27
Gangnam-gu,-40
Gangdong-gu,26
Gangdong-gu,27.1
Gangdong-gu,-40
Gangnam-gu,27.1
Gangdong-gu,27.1
Gangdong-gu,-40
Gangdong-gu,26.2
Gangdong-gu,26.7
Gangdong-gu,25.2
Gangdong-gu,27.1
